transaction_id,account_id,timestamp,amount,txn_type,category,channel,is_fraud
TXN1086623,ACC200488,2026-01-08 23:52:35.374582767,560.53,Debit,Salary,Mobile App,0
TXN1047050,ACC205931,2025-02-02 17:35:30.384981632,148.8,Credit,Transfer,Online,0
TXN1025593,ACC205178,2025-12-10 20:20:29.202927828,86.02,Credit,Online Shopping,Online,0
TXN1057697,ACC200029,2024-10-15 17:30:49.960084677,359.75,Debit,Restaurant,Branch,0
TXN1092564,ACC204490,2025-05-27 03:26:31.787802935,552.35,Debit,Education,ATM,0
TXN1014725,ACC201247,2025-11-29 16:00:09.267179489,147.6,Debit,Salary,Mobile App,0
TXN1101983,ACC205638,2024-05-19 04:21:53.583483696,214.28,Credit,Groceries,Mobile App,0
TXN1069441,ACC201972,2025-04-10 05:22:12.322018147,17.02,Debit,Fuel,Mobile App,0
TXN1036534,ACC204635,2024-05-13 13:34:47.752707243,137.17,Debit,Loan Repayment,Mobile App,0
TXN1114035,ACC205079,2024-05-26 06:37:04.595027924,161.42,Debit,Utilities,Mobile App,0
TXN1094569,ACC202817,2026-06-22 05:08:13.084810734,593.89,Credit,Rent,Online,0
TXN1102937,ACC203185,2025-06-02 22:49:36.507445335,2176.81,Debit,Education,POS,0
TXN1099952,ACC201566,2025-03-01 03:13:50.745740891,340.55,Credit,Restaurant,POS,0
TXN1040223,ACC204324,2025-01-03 10:31:44.862802267,416.34,Debit,Groceries,Branch,0
TXN1003064,ACC203340,2024-09-07 13:54:13.507863521,340.58,Debit,Salary,Mobile App,0
TXN1031519,ACC206503,2025-01-21 00:43:44.167434931,139.88,Debit,Rent,Branch,0
TXN1059815,ACC205763,2024-11-11 05:59:36.920592546,471.53,Credit,Salary,ATM,0
TXN1087709,ACC206961,2026-03-30 06:49:56.971835613,2545.85,Debit,Fuel,ATM,0
TXN1048439,ACC201592,2026-04-03 04:11:26.815094709,134.26,Debit,Medical,Branch,0
TXN1008055,ACC204890,2024-07-21 13:07:48.456090689,329.32,Debit,Entertainment,Online,0
TXN1102273,ACC200525,2025-04-09 09:17:43.332569599,462.44,Debit,Medical,Branch,0
TXN1077368,ACC203059,2025-12-12 10:58:48.010297298,497.81,Credit,Withdrawal,POS,0
TXN1101421,ACC206051,2025-01-02 10:23:47.416029930,324.34,Debit,Online Shopping,Online,0
TXN1007920,ACC201914,2024-10-03 10:52:22.365841627,245.74,Credit,Restaurant,ATM,0
TXN1029594,ACC203603,2024-09-06 21:33:21.931807280,176.66,Debit,Insurance,Branch,0
TXN1025603,ACC205888,2024-02-15 06:56:03.385855675,337.51,Debit,Groceries,ATM,0
TXN1094210,ACC202287,2024-07-10 18:15:39.949631929,30.87,Debit,Online Shopping,Branch,0
TXN1003548,ACC202692,2026-07-06 01:44:17.198204994,149.37,Debit,Medical,Online,0
TXN1115333,ACC203394,2024-02-23 23:59:50.890514851,423.77,Credit,Loan Repayment,POS,0
TXN1096783,ACC205178,2024-06-30 16:14:27.506915569,41.77,Debit,Utilities,Branch,0
TXN1068131,ACC203391,2026-04-25 18:34:22.329076767,299.69,Credit,Medical,POS,0
TXN1002416,ACC203500,2025-02-12 11:31:49.327200413,244.94,Debit,Withdrawal,Branch,0
TXN1075125,ACC206648,2024-05-16 10:48:26.304550648,895.4,Debit,,Mobile App,0
TXN1057786,ACC204853,2024-12-10 13:58:03.339467525,54.37,Credit,Transfer,Mobile App,0
TXN1002541,ACC202187,2024-11-02 17:22:26.978081703,133.44,Debit,Withdrawal,Branch,0
TXN1057569,ACC204499,2024-09-11 04:16:54.558726549,585.45,Credit,Loan Repayment,Online,0
TXN1080073,ACC204318,2025-12-16 01:00:30.333903074,266.34,Debit,Withdrawal,ATM,0
TXN1002226,ACC203958,2024-02-05 07:54:51.632805824,747.14,Credit,Withdrawal,POS,0
TXN1041463,ACC206586,2025-02-14 20:09:42.338940859,133.63,Debit,Restaurant,ATM,0
TXN1050797,ACC204566,2026-07-08 17:07:58.561846733,313.08,Debit,Utilities,Online,0
TXN1097885,ACC202659,2024-04-28 23:18:30.771785498,146.83,Debit,Insurance,POS,0
TXN1074495,ACC206451,2026-02-23 22:07:00.422939777,282.53,Credit,Salary,Online,0
TXN1108929,ACC203224,2025-02-04 23:50:24.522723675,101.83,Credit,Transfer,POS,0
TXN1026487,ACC200871,2026-06-15 07:35:11.552495241,303.64,Debit,Online Shopping,Branch,0
TXN1046329,ACC200087,2024-02-29 20:44:58.478937149,793.85,Credit,Loan Repayment,Branch,0
TXN1062483,ACC203310,2025-01-30 04:47:50.489896774,777.7,Credit,Deposit,Branch,0
TXN1088474,ACC205696,2024-09-08 08:02:17.802488089,169.91,Credit,Transfer,Mobile App,0
TXN1064853,ACC203473,2025-12-18 06:46:20.043238878,1482.2,Debit,Withdrawal,Online,0
TXN1051632,ACC205687,2024-01-02 18:32:10.439255476,129.63,Credit,Salary,Online,0
TXN1025749,ACC201711,2025-01-04 09:09:15.445234537,430.25,Credit,Online Shopping,Branch,0
TXN1104926,ACC205980,2025-12-16 17:31:58.672288179,263.63,Debit,Medical,Branch,0
TXN1078789,ACC204434,2024-12-12 11:33:36.752605438,64.48,Credit,Entertainment,Branch,0
TXN1118297,ACC201787,2026-03-22 16:33:54.360735893,1335.34,Debit,Deposit,Online,0
TXN1097522,ACC205666,2026-05-21 08:05:40.765694141,144.57,Debit,Transfer,Online,0
TXN1006059,ACC205613,2024-09-06 02:27:54.925647259,-66.65,Debit,Online Shopping,Branch,0
TXN1082972,ACC201593,2026-05-21 05:14:41.199296474,94.71,Credit,Online Shopping,Branch,0
TXN1116630,ACC201848,2024-08-06 03:52:58.482918262,1155.78,Debit,Restaurant,POS,0
TXN1061885,ACC201332,2025-05-19 07:15:19.801680565,355.94,Credit,Online Shopping,POS,0
TXN1032567,ACC202532,2025-12-15 04:42:29.475118399,198.7,Debit,Online Shopping,Mobile App,0
TXN1106631,ACC200488,2025-11-22 13:10:15.345324278,2070.58,Credit,Transfer,Mobile App,0
TXN1024671,ACC204966,2024-09-25 23:14:49.374372721,135.29,Debit,Transfer,Branch,0
TXN1098159,ACC202039,2024-05-06 13:09:24.578102350,472.86,Debit,Salary,Mobile App,0
TXN1017472,ACC205180,2026-05-31 21:38:19.813053370,420.55,Debit,Loan Repayment,POS,0
TXN1091531,ACC201035,2024-10-06 23:29:53.854625225,-98.29,Debit,Restaurant,Online,0
TXN1062124,ACC203092,2025-01-12 22:50:05.806400299,277.87,Debit,Transfer,POS,0
TXN1030616,ACC200775,2024-05-28 18:53:18.689136744,992.92,Credit,Rent,Mobile App,0
TXN1112457,ACC204618,2025-04-07 08:24:58.405277491,273.24,Debit,Loan Repayment,Branch,0
TXN1098656,ACC206524,2024-08-20 21:48:44.601555347,99.95,Debit,Loan Repayment,Branch,0
TXN1086617,ACC203997,2026-02-17 07:52:03.376032352,102.77,Credit,Salary,Branch,0
TXN1048408,ACC206122,2025-07-21 06:14:32.021050692,76.82,Debit,Medical,Branch,0
TXN1033441,ACC202520,2025-05-29 23:54:14.513736486,1630.21,Debit,Utilities,Mobile App,0
TXN1048134,ACC201785,2025-07-09 07:39:41.034548759,1144.11,Debit,Fuel,Online,0
TXN1075622,ACC203054,2025-04-16 00:47:37.482180595,696.14,Debit,Deposit,ATM,0
TXN1053184,ACC204873,2024-09-11 07:15:36.341173172,570.91,Credit,Medical,ATM,0
TXN1089885,ACC200498,2024-02-11 03:47:20.418467522,570.72,Debit,Rent,ATM,0
TXN1116814,ACC201264,2024-06-24 09:31:17.594879389,603.04,Debit,Withdrawal,POS,0
TXN1101995,ACC204120,2026-05-25 05:42:19.550932646,438.17,Debit,Fuel,POS,0
TXN1068535,ACC203630,2026-07-15 13:05:15.735869646,357.48,Credit,Medical,Branch,0
TXN1068744,ACC202277,2026-07-05 07:56:59.021058559,112.94,Credit,Medical,Online,0
TXN1097850,ACC203888,2025-11-09 12:46:20.386489868,526.68,Debit,Utilities,POS,0
TXN1042815,ACC206908,2024-06-23 16:44:12.210628271,114.64,Credit,Salary,Online,0
TXN1005873,ACC206992,2025-03-17 01:16:07.553496361,1999.52,Debit,Loan Repayment,ATM,0
TXN1070121,ACC203197,2024-05-15 05:50:27.045325518,1138.74,Debit,Transfer,Branch,0
TXN1084647,ACC202917,2026-07-23 14:32:36.677398205,97.25,Debit,Groceries,Mobile App,0
TXN1021727,ACC201273,2024-11-18 18:40:10.068825722,960.76,Credit,Salary,POS,0
TXN1048033,ACC200768,2025-12-01 11:15:36.670294285,256.12,Debit,Salary,Mobile App,0
TXN1077411,ACC200962,2025-11-20 10:27:54.968241215,1351.86,Credit,Restaurant,POS,0
TXN1021899,ACC203352,2025-03-23 06:12:41.269933224,778.31,Debit,Medical,Mobile App,0
TXN1059708,ACC205344,2026-03-21 06:47:49.133693218,217.79,Credit,,Branch,0
TXN1001744,ACC201851,2024-02-29 09:48:08.056115150,59.78,Debit,Education,ATM,0
TXN1006226,ACC200702,2024-05-08 14:43:22.213384628,526.02,Credit,Medical,Mobile App,0
TXN1022305,ACC201187,2025-08-23 16:33:19.732098341,316.4,Debit,Restaurant,ATM,0
TXN1043325,ACC206819,2025-04-18 05:55:16.466047049,1336.94,Credit,Loan Repayment,Branch,0
TXN1052809,ACC202706,2024-01-22 08:45:31.506934880,242.8,Credit,Entertainment,ATM,0
TXN1057843,ACC203164,2025-07-03 05:39:58.120657444,164.94,Credit,Deposit,POS,0
TXN1064369,ACC201364,2024-07-12 13:02:48.640524387,313.14,Credit,Entertainment,Mobile App,0
TXN1009723,ACC201689,2026-04-02 14:03:53.538832188,134.75,Credit,Restaurant,Mobile App,0
TXN1080456,ACC201289,2024-05-23 00:48:40.453675747,1804.36,Debit,Salary,Online,0
TXN1042049,ACC202579,2024-11-26 06:21:27.039046526,1108.63,Credit,Restaurant,ATM,0
TXN1033734,ACC201265,2026-01-10 06:36:19.000213385,122.19,Debit,Deposit,ATM,0
TXN1100528,ACC205422,2024-09-04 18:31:15.525365591,177.14,Credit,Utilities,Online,0
TXN1089288,ACC206237,2024-06-29 03:13:17.331561089,280.08,Credit,Fuel,POS,0
TXN1066096,ACC203370,2025-04-01 00:01:34.625454426,97.88,Debit,Utilities,ATM,0
TXN1105985,ACC201203,2025-12-20 14:14:31.201621771,222.02,Credit,Deposit,ATM,0
TXN1092866,ACC201090,2024-05-06 16:20:08.160254002,975.67,Debit,Insurance,Online,0
TXN1073065,ACC203590,2026-04-11 17:22:17.265137672,115.66,Debit,Restaurant,ATM,0
TXN1074303,ACC200682,2024-08-31 19:17:56.859857321,364.18,Debit,Utilities,ATM,0
TXN1090772,ACC200541,2025-03-08 15:15:09.407886505,250.09,Debit,Fuel,Mobile App,0
TXN1099436,ACC204684,2024-06-12 05:25:07.341401815,418.32,Debit,Restaurant,POS,0
TXN1061694,ACC202363,2026-04-23 21:31:00.724101067,157.5,Credit,Salary,Online,0
TXN1059520,ACC204776,2024-05-12 10:12:23.334296227,1151.87,Credit,Entertainment,Online,0
TXN1032583,ACC203859,2025-05-26 04:04:21.349041224,27.86,Debit,Transfer,POS,0
TXN1014311,ACC204841,2026-05-27 17:02:32.144650936,497.57,Debit,Utilities,Online,0
TXN1115033,ACC206770,2025-10-19 06:03:18.209258556,189.61,Credit,Medical,Branch,0
TXN1100144,ACC206119,2025-04-20 06:19:27.703706980,816.48,Debit,Utilities,Mobile App,0
TXN1071104,ACC200560,2026-05-29 03:21:40.529655218,90.02,Debit,Entertainment,Online,0
TXN1085028,ACC204711,2025-03-10 08:36:02.820653200,579.63,Debit,Fuel,Branch,0
TXN1095503,ACC205950,2026-01-25 15:09:44.635956526,155.64,Debit,Withdrawal,POS,0
TXN1018238,ACC205295,2024-10-10 02:38:41.473982811,434.27,Credit,Rent,Mobile App,0
TXN1036812,ACC206632,2024-03-02 12:46:47.176781416,232.44,Debit,Transfer,Mobile App,0
TXN1034534,ACC204920,2024-11-11 18:32:08.395855665,205.8,Debit,Insurance,ATM,0
TXN1034301,ACC200984,2026-05-18 18:31:23.759975195,62.34,Credit,Groceries,ATM,0
TXN1098558,ACC202382,2024-10-29 01:52:35.046468735,472.63,Debit,Deposit,Branch,0
TXN1087033,ACC205779,2026-07-10 19:34:20.991467953,584.37,Credit,Rent,POS,0
TXN1091295,ACC204301,2026-02-16 14:22:56.480755568,195.88,Credit,Rent,Online,0
TXN1065239,ACC206781,2025-02-04 13:24:52.058692455,363.73,Credit,Restaurant,POS,0
TXN1048204,ACC206356,2025-12-08 12:35:17.368798733,2268.02,Debit,Utilities,Branch,0
TXN1055215,ACC203982,2025-03-08 20:19:11.128690958,287.34,Debit,Medical,Online,0
TXN1030887,ACC203364,2024-07-26 18:57:07.241227865,577.0,Debit,Entertainment,Mobile App,0
TXN1103936,ACC206099,2026-07-16 16:53:17.633986473,172.31,Debit,Medical,Online,0
TXN1062695,ACC204825,2026-05-01 16:02:17.199663877,170.13,Credit,Salary,Branch,0
TXN1056382,ACC206287,2024-01-25 02:47:45.328812838,348.12,Credit,Medical,Mobile App,0
TXN1096047,ACC201870,2024-06-29 10:53:07.786654949,195.22,Credit,Insurance,Mobile App,0
TXN1116732,ACC200652,2025-01-17 20:33:13.972807884,839.96,Debit,Deposit,Mobile App,0
TXN1036463,ACC200648,2025-09-12 14:46:02.874210835,57.88,Debit,Transfer,Online,0
TXN1087119,ACC205194,2025-05-24 13:19:42.043293953,624.46,Debit,Utilities,Online,0
TXN1118843,ACC204514,2025-06-18 14:31:11.823952675,37.85,Debit,Entertainment,Branch,0
TXN1033010,ACC206549,2024-02-17 22:27:10.958639383,164.02,Debit,Online Shopping,Branch,0
TXN1028326,ACC205256,2024-12-03 12:02:58.256130933,105.1,Debit,Online Shopping,Online,0
TXN1118340,ACC203401,2024-09-12 09:25:24.764434099,219.33,Debit,Online Shopping,Online,0
TXN1060184,ACC203448,2026-07-15 03:00:01.804892540,234.92,Debit,Entertainment,POS,0
TXN1047830,ACC206603,2024-07-17 14:12:09.713429689,586.88,Debit,Utilities,POS,0
TXN1051621,ACC202192,2024-12-21 22:45:43.321097136,932.73,Debit,Online Shopping,Mobile App,0
TXN1065697,ACC201602,2024-12-17 15:22:33.932844877,991.73,Credit,Deposit,Branch,0
TXN1057734,ACC200268,2024-03-09 04:12:19.604943991,60.05,Credit,Loan Repayment,Branch,0
TXN1102170,ACC200136,2025-09-14 17:54:45.705791235,1860.13,Credit,Loan Repayment,POS,0
TXN1027498,ACC203092,2025-05-11 12:31:14.928635359,379.32,Debit,Transfer,ATM,0
TXN1019632,ACC202141,2025-08-22 15:51:37.943970442,150.82,Credit,Deposit,Mobile App,0
TXN1069040,ACC201157,2024-01-10 07:43:24.188083172,349.01,Debit,Withdrawal,Branch,0
TXN1048497,ACC201677,2025-07-28 17:35:48.449743032,92.97,Debit,Groceries,Online,0
TXN1017041,ACC206943,2024-03-24 08:50:03.085765600,688.66,Credit,Rent,ATM,0
TXN1049820,ACC203691,2024-10-30 16:48:11.394579649,556.96,Debit,Entertainment,POS,0
TXN1030397,ACC200702,2024-11-08 11:56:29.468981266,122.39,Debit,Salary,ATM,0
TXN1050963,ACC200187,2024-08-04 16:47:32.850413084,278.1,Debit,Entertainment,Mobile App,0
TXN1000163,ACC200568,2024-08-23 11:30:07.958859444,439.37,Debit,Deposit,POS,0
TXN1040066,ACC203180,2026-05-01 04:51:13.428158522,141.88,Debit,Withdrawal,POS,0
TXN1084769,ACC203410,2025-01-04 21:43:41.678958654,35.51,Debit,Medical,Online,0
TXN1030211,ACC205242,2025-01-12 16:43:58.856135368,26.43,Credit,Insurance,Branch,0
TXN1040325,ACC204264,2025-04-28 08:57:18.419331551,1390.05,Debit,Withdrawal,Online,0
TXN1079949,ACC205105,2024-06-05 06:56:27.435050488,1692.83,Debit,Loan Repayment,Online,0
TXN1068280,ACC205496,2025-05-07 15:43:28.582944155,96.11,Credit,Deposit,ATM,0
TXN1106041,ACC200219,2024-10-27 11:33:49.453076839,-199.79,Debit,Education,Branch,0
TXN1039960,ACC204080,2024-01-05 13:25:57.000845909,328.09,Credit,Loan Repayment,Mobile App,0
TXN1042682,ACC203669,2024-08-09 15:04:12.260443211,589.02,Credit,Salary,Branch,0
TXN1017269,ACC201870,2026-04-23 22:27:48.982831001,72.51,Credit,Online Shopping,ATM,0
TXN1012508,ACC202926,2026-03-26 05:03:26.604085445,335.47,Debit,Deposit,Online,0
TXN1095869,ACC204684,2026-07-13 08:21:56.233512163,154.96,Credit,Education,Branch,0
TXN1071546,ACC205618,2025-04-06 03:12:11.941882849,136.85,Debit,Insurance,Branch,0
TXN1021389,ACC205764,2025-06-07 03:43:35.477031231,826.3,Credit,Groceries,POS,0
TXN1022782,ACC203064,2025-07-02 21:09:18.912516832,472.2,Debit,Education,POS,0
TXN1010228,ACC203880,2025-07-16 15:59:00.880310297,746.57,Credit,Online Shopping,Online,0
TXN1043136,ACC201997,2025-08-13 12:50:32.843270302,893.61,Debit,Salary,POS,0
TXN1002172,ACC205053,2025-04-22 13:47:34.811309814,753.34,Credit,Medical,POS,0
TXN1076516,ACC203608,2025-12-15 12:08:25.906721592,122.82,Debit,Groceries,Mobile App,0
TXN1058412,ACC206704,2026-06-19 13:27:35.929605007,701.62,Credit,Entertainment,ATM,0
TXN1083064,ACC200107,2026-02-11 23:11:45.925569773,48.83,Debit,Insurance,POS,0
TXN1041111,ACC205866,2025-05-12 05:36:19.278690815,1348.1,Debit,Restaurant,POS,0
TXN1107840,ACC206275,2024-10-11 22:41:19.922354221,324.82,Debit,Rent,Mobile App,0
TXN1003509,ACC201873,2025-08-19 11:10:01.809720993,2471.4,Debit,Utilities,Mobile App,0
TXN1059557,ACC202388,2026-05-11 00:34:57.431244612,140.31,Debit,Medical,Branch,0
TXN1041954,ACC200153,2024-12-20 11:41:16.524972200,625.56,Credit,Salary,ATM,0
TXN1100466,ACC203884,2025-01-04 23:15:11.611955404,626.49,Credit,Insurance,Mobile App,0
TXN1041576,ACC202473,2024-11-01 14:36:37.779313564,-335.67,Credit,Withdrawal,Online,0
TXN1059767,ACC204728,2026-07-26 14:48:16.849412680,443.45,Debit,Salary,Online,0
TXN1028367,ACC203525,2024-03-12 22:33:25.483707666,93.68,Debit,Entertainment,Online,0
TXN1115861,ACC202797,2025-10-22 08:01:37.399545193,953.05,Credit,Fuel,Mobile App,0
TXN1057156,ACC203310,2026-06-26 13:45:50.457025528,12.67,Debit,Salary,Mobile App,0
TXN1074288,ACC205807,2025-03-15 00:24:40.706964254,292.96,Debit,Withdrawal,POS,0
TXN1103004,ACC201977,2026-02-18 22:20:36.960543633,541.9,Credit,Medical,Mobile App,0
TXN1112213,ACC205884,2026-06-11 18:27:57.086420298,453.9,Debit,Utilities,ATM,0
TXN1022059,ACC201480,2025-08-03 09:29:19.414657116,428.51,Debit,Loan Repayment,ATM,0
TXN1095227,ACC200847,2024-06-24 16:09:15.195025682,752.84,Debit,Groceries,ATM,0
TXN1104226,ACC201555,2026-06-05 23:41:54.749175787,427.35,Credit,Groceries,Branch,0
TXN1063268,ACC204721,2025-10-25 20:06:32.375626802,282.93,Debit,Deposit,POS,0
TXN1025053,ACC204885,2024-05-24 18:12:51.435065269,331.4,Credit,Deposit,Online,0
TXN1055090,ACC203707,2025-02-25 07:22:10.537415743,206.18,Debit,Loan Repayment,Mobile App,0
TXN1016629,ACC200030,2026-04-13 18:06:33.438539505,268.79,Credit,Fuel,ATM,0
TXN1086773,ACC202008,2024-03-20 09:53:48.841650486,188.49,Debit,Medical,Online,0
TXN1107751,ACC200248,2026-07-05 12:28:00.444626808,13.24,Debit,Utilities,Mobile App,0
TXN1046977,ACC202181,2024-09-15 05:43:23.027480841,197.05,Debit,Rent,ATM,0
TXN1050450,ACC200299,2024-08-01 12:32:11.202174187,444.06,Debit,Salary,Branch,0
TXN1024052,ACC200482,2026-05-22 16:47:37.579049110,532.91,Debit,Restaurant,Branch,0
TXN1063973,ACC203650,2026-03-16 17:13:43.923747540,878.47,Debit,Deposit,Online,0
TXN1025310,ACC206429,2024-04-11 06:27:22.989703655,62.67,Debit,Medical,Online,0
TXN1067389,ACC202252,2026-07-25 17:06:02.310737133,276.29,Debit,Rent,Mobile App,0
TXN1062731,ACC203855,2026-01-18 06:14:44.752895594,70.63,Credit,Education,Branch,0
TXN1119990,ACC203573,2025-06-20 18:53:30.577581882,228.3,Debit,Online Shopping,Online,0
TXN1054476,ACC200372,2024-04-28 20:08:02.475379944,148.06,Credit,Online Shopping,ATM,0
TXN1039726,ACC201683,2026-04-23 08:51:30.413724422,77.76,Debit,Transfer,POS,0
TXN1067935,ACC201145,2026-03-26 14:13:34.198778629,277.36,Credit,Restaurant,Online,0
TXN1074852,ACC204074,2025-06-01 17:03:47.306586266,391.06,Debit,Medical,Branch,0
TXN1095690,ACC200787,2024-05-11 19:48:55.791922092,420.72,Debit,Withdrawal,POS,0
TXN1106298,ACC205588,2025-07-23 23:43:44.448347569,546.03,Debit,Withdrawal,ATM,0
TXN1050879,ACC204410,2024-10-24 07:28:19.925791264,167.06,Credit,Online Shopping,ATM,0
TXN1068256,ACC205281,2024-11-26 20:17:07.866680145,421.33,Credit,Transfer,Branch,0
TXN1052586,ACC203677,2025-04-18 22:39:48.723645687,402.28,Credit,Loan Repayment,POS,0
TXN1102966,ACC205094,2024-12-09 21:44:33.223513603,313.59,Debit,Deposit,ATM,0
TXN1026015,ACC201532,2025-02-25 23:14:23.989665747,184.42,Debit,Salary,POS,0
TXN1033021,ACC200624,2024-09-23 06:11:16.384431601,348.14,Credit,Insurance,ATM,0
TXN1008464,ACC205761,2025-10-24 11:23:11.801698685,934.08,Debit,Restaurant,POS,0
TXN1095460,ACC206997,2025-12-13 12:15:44.986085415,562.62,Debit,Medical,POS,0
TXN1003193,ACC203087,2025-06-21 17:15:36.753132105,55.71,Debit,Entertainment,Online,0
TXN1076880,ACC204247,2026-02-27 17:05:29.799121141,1286.49,Debit,Rent,POS,0
TXN1013109,ACC200169,2024-10-26 03:53:59.094494104,53.44,Debit,Fuel,Branch,0
TXN1112567,ACC201972,2024-03-29 03:29:43.494609833,153.16,Credit,Medical,Branch,0
TXN1021179,ACC200044,2026-06-14 02:37:27.879959822,577.87,Debit,Entertainment,Mobile App,0
TXN1110204,ACC205872,2025-09-29 16:43:08.267224312,821.53,Debit,Groceries,Mobile App,0
TXN1009145,ACC204514,2026-03-23 09:19:33.204807043,416.28,Debit,Insurance,Online,0
TXN1107357,ACC203700,2025-07-31 13:45:40.956812143,395.59,Credit,Withdrawal,Mobile App,0
TXN1106685,ACC200503,2025-03-01 03:40:28.017690420,706.79,Debit,Rent,Mobile App,0
TXN1025324,ACC204289,2025-03-18 03:28:12.329652786,399.78,Credit,Online Shopping,POS,0
TXN1038107,ACC200648,2024-07-22 13:41:28.265434742,470.24,Debit,Insurance,Branch,0
TXN1041860,ACC205124,2024-04-29 20:20:07.793994665,47.29,Debit,Insurance,ATM,0
TXN1106871,ACC206753,2025-12-05 07:13:29.199913025,291.45,Credit,Loan Repayment,ATM,0
TXN1090810,ACC204047,2024-12-02 14:25:27.005769253,1085.44,Debit,Transfer,ATM,0
TXN1014925,ACC204596,2024-10-21 03:47:02.414886713,522.22,Credit,Fuel,ATM,0
TXN1057552,ACC205561,2024-03-15 18:35:32.990405560,359.53,Debit,Withdrawal,Mobile App,0
TXN1018844,ACC201342,2025-08-24 11:57:39.875854254,55.51,Debit,Online Shopping,Branch,0
TXN1099789,ACC204800,2025-10-04 10:06:29.171070576,268.64,Debit,Utilities,POS,0
TXN1015428,ACC201394,2024-11-16 11:59:12.413305759,81.6,Debit,Deposit,Online,0
TXN1083249,ACC201005,2026-01-25 08:35:44.987641096,164.77,Debit,Medical,Branch,0
TXN1024804,ACC201650,2025-08-02 20:38:07.480602980,105.37,Debit,Deposit,Branch,0
TXN1027634,ACC201244,2026-05-12 10:11:17.655800581,153.63,Debit,Deposit,Branch,0
TXN1037316,ACC206851,2024-01-18 17:05:39.259972095,118.14,Debit,Loan Repayment,Mobile App,0
TXN1029149,ACC206322,2026-01-26 00:54:05.135197163,750.32,Credit,Groceries,ATM,0
TXN1031628,ACC205842,2026-06-16 09:26:10.449065685,32.45,Debit,Groceries,ATM,0
TXN1096799,ACC200923,2024-11-08 14:35:56.850762367,694.99,Credit,Withdrawal,Mobile App,0
TXN1045798,ACC201572,2024-06-07 00:28:43.264022588,30.33,Debit,Restaurant,ATM,0
TXN1073407,ACC200658,2025-09-10 16:09:15.120535612,137.14,Debit,Restaurant,ATM,0
TXN1002283,ACC204738,2025-12-18 05:15:04.783906460,1638.97,Debit,Transfer,ATM,0
TXN1056729,ACC200399,2024-03-28 06:09:16.811546326,127.25,Credit,Entertainment,Mobile App,0
TXN1054902,ACC204338,2024-06-29 10:35:26.898877382,73.88,Credit,Online Shopping,ATM,0
