account_id,customer_id,account_type,open_date,balance,currency,is_active
ACC200060,CUST104151,Fixed Deposit,2021-12-28 03:00:32.915874004,-24528.07,ZAR,0
ACC200061,CUST102775,Credit Card,2015-10-30 00:13:36.346618176,116128.25,ZAR,1
ACC200062,CUST103966,Fixed Deposit,2025-09-24 17:15:34.582852840,-22821.4,ZAR,1
ACC200063,CUST103277,Savings,2018-12-27 03:30:16.733201742,-19209.58,ZAR,1
ACC200064,CUST103396,Current,2025-03-25 15:46:36.815125942,38669.75,ZAR,0
ACC200065,CUST102857,Fixed Deposit,2024-05-15 22:31:21.115950584,46964.82,ZAR,1
ACC200066,CUST101282,Fixed Deposit,2017-03-01 02:47:26.050692797,-13958.46,ZAR,1
ACC200067,CUST104244,Savings,2026-02-22 12:36:56.676545620,92697.14,ZAR,1
ACC200068,CUST104278,Savings,2026-06-26 19:04:14.386185646,38189.2,ZAR,1
ACC200069,CUST103615,Current,2024-04-29 09:08:01.149233818,15083.75,ZAR,1
ACC200070,CUST101398,Savings,2020-03-24 19:39:07.615558624,40440.14,zar,1
ACC200071,CUST102036,Credit Card,2022-10-15 20:42:33.791062832,73427.06,ZAR,1
ACC200072,CUST103624,Savings,2015-12-08 03:47:02.228530645,89369.18,ZAR,1
ACC200073,CUST100933,Current,2025-09-01 07:59:58.374591112,32714.55,ZAR,1
ACC200074,CUST100554,Savings,2017-07-27 00:51:27.742325306,-25963.26,ZAR,1
ACC200075,CUST102013,Credit Card,2023-04-20 16:13:02.787742138,-25339.87,ZAR,1
ACC200076,CUST102736,Business,2024-04-13 11:29:07.478344679,-31596.88,ZAR,1
ACC200077,CUST104468,Current,2026-03-25 07:18:49.945133209,-700.04,ZAR,1
ACC200078,CUST101594,Business,2024-07-16 17:02:28.555373192,26511.47,ZAR,1
ACC200079,CUST101081,Current,2024-06-22 07:43:32.669526815,33557.52,ZAR,1
ACC200080,CUST103522,Savings,2023-03-03 18:32:57.855791330,70066.77,ZAR,1
ACC200081,CUST104375,Credit Card,2021-09-05 05:10:00.879018307,-57933.68,ZAR,1
ACC200082,CUST104276,Savings,2015-06-27 04:00:06.617653131,24569.61,ZAR ,1
ACC200083,CUST103162,Savings,2026-04-07 12:48:40.591273785,43432.43,ZAR,1
ACC200084,CUST100077,Current,2020-03-14 03:31:27.251314402,-87319.87,ZAR,1
ACC200085,CUST103264,Savings,2024-03-24 09:56:42.000809193,43141.96,ZAR,1
ACC200086,CUST100571,Fixed Deposit,2019-05-15 22:00:12.411426544,134203.3,ZAR,1
ACC200087,CUST103937,Current,2020-04-13 03:13:24.694525957,55934.47,ZAR,1
ACC200088,CUST104627,Savings,2020-05-09 17:48:06.785513401,37315.4,ZAR,1
ACC200089,CUST103053,Savings,2026-06-19 17:38:46.646141768,14055.99,ZAR ,1
ACC200090,CUST101196,Savings,2017-06-13 00:04:05.116048336,34311.67,ZAR,1
ACC200091,CUST101493,Credit Card,2020-10-23 11:15:15.425107956,86485.26,ZAR,1
ACC200092,CUST103653,Savings,2016-10-16 08:10:15.861082792,11130.24,ZAR,1
ACC200093,CUST103799,Fixed Deposit,2020-09-21 03:15:53.786796570,72743.14,ZAR,1
ACC200094,CUST104062,Savings,2021-04-28 10:22:24.643233776,43564.96,ZAR,1
ACC200095,CUST100508,Savings,2016-08-01 00:45:48.664914608,90063.6,ZAR,1
ACC200096,CUST103702,Current,2023-02-01 14:51:53.961070776,68561.97,ZAR,1
ACC200097,CUST104802,Savings,2024-08-03 09:17:23.997868299,32581.49,ZAR,1
ACC200098,CUST100160,Current,2024-06-13 19:07:33.689598799,30002.62,ZAR,1
ACC200099,CUST102155,Current,2023-06-12 14:38:46.934308290,12469.12,zar,0
ACC200100,CUST103677,Savings,2016-08-18 22:32:27.282878637,64076.79,ZAR,1
ACC200101,CUST102645,Current,2022-03-13 19:22:03.014865875,1391.63,ZAR,1
ACC200102,CUST104807,Fixed Deposit,2023-02-02 01:14:16.876030922,29549.85,ZAR,1
ACC200103,CUST103381,Savings,2023-10-18 01:37:53.272192001,17263.29,ZAR,1
ACC200104,CUST101843,Current,2023-03-20 18:25:19.664463758,-28649.0,ZAR,1
ACC200105,CUST103110,Savings,2022-04-13 20:00:24.712147951,33816.33,ZAR,1
ACC200106,CUST103551,Fixed Deposit,2023-06-06 08:26:20.826397657,-36013.65,ZAR,1
ACC200107,CUST103907,Savings,2024-11-14 07:52:16.747569561,7071.87,ZAR,1
ACC200108,CUST101382,Savings,2021-08-05 05:15:06.980346441,51685.69,ZAR,1
ACC200109,CUST104580,Current,2016-09-06 14:31:39.154498339,31756.25,ZAR,1
ACC200110,CUST104987,Current,2024-06-13 11:57:01.082742691,31118.09,ZAR,1
ACC200111,CUST101078,Savings,2022-08-28 02:25:16.094417095,-9588.67,ZAR,1
ACC200112,CUST101041,Credit Card,2022-12-14 08:45:56.736994028,66954.7,ZAR,1
ACC200113,CUST101923,Savings,2018-05-29 11:54:01.810505629,-10446.14,ZAR,0
ACC200114,CUST101527,Fixed Deposit,2016-09-25 01:28:17.723500013,53254.18,ZAR,1
ACC200115,CUST100932,Fixed Deposit,2024-01-16 10:51:28.451394796,76954.34,ZAR,1
ACC200116,CUST100839,Credit Card,2015-07-29 01:06:48.774503469,-36221.95,ZAR,1
ACC200117,CUST103549,Credit Card,2019-08-29 22:18:53.584651709,8740.76,ZAR,1
ACC200118,CUST104775,Current,2020-11-22 11:37:47.893757105,5063.42,ZAR,1
ACC200119,CUST100478,Credit Card,2015-03-15 17:32:58.516970873,35915.65,ZAR,1
ACC200120,CUST102857,Savings,2021-11-30 08:05:06.660884619,-12737.36,ZAR,1
ACC200121,CUST101398,Credit Card,2016-05-21 00:28:33.331025124,-21616.65,ZAR,1
ACC200122,CUST101234,Current,2017-10-18 07:49:16.826134682,22856.3,ZAR,1
ACC200123,CUST102860,Credit Card,2026-07-04 19:04:53.328813076,2555.04,ZAR,1
ACC200124,CUST100672,Current,2021-06-27 22:51:46.259600639,19161.6,ZAR,1
ACC200125,CUST100415,Current,2026-03-19 19:00:26.823117971,60707.92,ZAR,1
ACC200126,CUST104374,Savings,2020-09-14 20:15:06.417236328,-39695.88,ZAR,1
ACC200127,CUST102230,Current,2024-04-21 11:40:54.061017275,,ZAR,1
ACC200128,CUST100313,Savings,2015-06-10 16:44:55.751408815,1361.12,ZAR,1
ACC200129,CUST104382,Credit Card,2018-05-17 00:45:50.735733986,25946.46,ZAR,1
ACC200130,CUST103216,Savings,2018-04-13 00:54:22.184818506,1519.68,ZAR ,0
ACC200131,CUST103692,Fixed Deposit,2015-10-23 06:02:19.217452526,-22207.31,ZAR,1
ACC200132,CUST103050,Credit Card,2026-01-10 09:21:40.976139784,40722.29,ZAR ,1
ACC200133,CUST102369,Fixed Deposit,2020-11-04 19:01:40.387332916,135857.43,ZAR,1
ACC200134,CUST103858,Fixed Deposit,2021-11-13 06:28:43.311735868,20976.6,zar,1
ACC200135,CUST101723,Current,2021-01-10 13:13:05.936194420,-4045.44,ZAR,1
ACC200136,CUST103409,Fixed Deposit,2017-11-17 10:13:33.870560884,-4167.31,ZAR ,1
ACC200137,CUST104412,Current,2025-09-14 19:14:53.172286034,62388.49,ZAR,1
ACC200138,CUST104182,Savings,2022-09-30 20:14:54.687439203,-10078.38,zar,1
ACC200139,CUST102772,Savings,2016-06-06 19:58:37.495657206,,ZAR,1
ACC200140,CUST100190,Savings,2020-05-07 08:49:31.983906269,-40472.07,ZAR,1
ACC200141,CUST100076,Savings,2015-01-07 05:36:42.537223577,32693.09,ZAR,1
ACC200142,CUST102151,Savings,2022-10-25 03:55:46.875952244,51534.13,ZAR,1
ACC200143,CUST103314,Business,2021-01-23 18:11:59.727641582,55497.98,ZAR,1
ACC200144,CUST100404,Savings,2025-06-21 18:05:30.319490433,52691.01,ZAR,0
ACC200145,CUST102053,Fixed Deposit,2025-12-21 05:37:09.246959448,35641.01,ZAR,1
ACC200146,CUST102026,Credit Card,2016-02-20 06:57:05.246561766,71143.46,ZAR,1
ACC200147,CUST102294,Fixed Deposit,2016-01-14 13:41:26.079822779,,ZAR ,1
ACC200148,CUST102804,Credit Card,2025-05-31 03:42:24.968461514,-765.4,ZAR,1
ACC200149,CUST101395,Business,2020-12-06 04:34:40.926389694,8878.29,zar,1
ACC200150,CUST102968,Savings,2020-06-09 17:41:50.712654352,84340.65,ZAR,1
ACC200151,CUST102263,Current,2021-08-11 10:30:33.973048687,43647.94,ZAR,1
ACC200152,CUST104623,Savings,2020-05-26 21:05:14.306051493,52277.23,ZAR,1
ACC200153,CUST101622,Savings,2022-02-11 08:30:03.574558496,17836.2,ZAR,1
ACC200154,CUST104608,Current,2025-12-28 13:30:32.756459475,57672.3,ZAR,1
ACC200155,CUST104810,Current,2022-01-07 07:22:20.652978420,-37080.49,ZAR,1
ACC200156,CUST101548,Business,2018-09-18 17:02:08.534906626,8643.67,ZAR,0
ACC200157,CUST102037,Savings,2017-06-21 14:44:23.938697577,16304.62,ZAR,1
ACC200158,CUST103495,Fixed Deposit,2026-03-10 16:05:02.658039570,6027.14,ZAR,1
ACC200159,CUST102292,Savings,2021-09-16 20:38:12.987020254,12149.28,ZAR,1
ACC200160,CUST103563,Current,2021-07-25 00:06:47.782271624,46874.27,ZAR,0
ACC200161,CUST101295,Savings,2015-05-21 23:41:51.669871092,34534.4,ZAR,1
ACC200162,CUST104785,Business,2025-08-20 18:39:52.197721004,72747.12,ZAR,0
ACC200163,CUST103490,Current,2020-06-09 10:05:30.329205036,-58451.16,ZAR,1
ACC200164,CUST100419,Savings,2026-07-30 22:37:26.597031116,84529.94,ZAR,1
ACC200165,CUST101215,Fixed Deposit,2016-12-11 01:41:12.244843245,-988.78,ZAR,1
ACC200166,CUST103085,Savings,2018-10-11 20:20:31.201844215,77639.1,ZAR,1
ACC200167,CUST101465,Fixed Deposit,2017-06-07 14:51:17.821564913,8298.34,ZAR,1
ACC200168,CUST102036,Savings,2019-05-22 21:09:06.409902096,39780.92,ZAR,1
ACC200169,CUST103232,Savings,2026-04-24 03:55:40.724809408,-18072.48,ZAR,1
ACC200170,CUST101736,Savings,2019-10-21 12:15:11.508710623,-23645.36,ZAR,1
ACC200171,CUST104520,Current,2024-07-30 15:14:49.612316608,48245.19,ZAR,1
ACC200172,CUST103087,Credit Card,2023-09-30 18:49:56.442419052,-81562.18,ZAR,1
ACC200173,CUST102097,Current,2018-06-14 07:48:19.071729183,-23606.97,ZAR,1
ACC200174,CUST101397,Savings,2021-09-18 23:51:29.175984383,55667.4,ZAR,0
ACC200175,CUST101478,Current,2024-11-11 17:25:22.527204036,8425.04,zar,1
ACC200176,CUST100179,Current,2022-01-29 22:06:47.544581652,-10287.99,ZAR,1
ACC200177,CUST100430,Savings,2018-01-25 15:40:29.858442783,85911.91,ZAR,1
ACC200178,CUST103888,Current,2024-12-30 05:03:39.525152921,99975.16,ZAR,1
ACC200179,CUST103843,Current,2021-06-10 13:54:01.910035610,25016.71,ZAR,1
ACC200180,CUST100433,Current,2026-05-08 10:29:32.946624756,75949.5,ZAR,1
ACC200181,CUST102762,Current,2022-08-05 07:07:40.879460812,85681.46,ZAR,1
ACC200182,CUST101640,Savings,2020-03-13 15:35:07.643673897,24347.39,ZAR,1
ACC200183,CUST103487,Fixed Deposit,2020-01-18 21:09:01.809248686,4511.46,ZAR,1
ACC200184,CUST102974,Credit Card,2025-03-11 20:19:28.789658070,28548.75,ZAR,1
ACC200185,CUST103997,Credit Card,2026-05-10 21:52:58.829986095,-33180.04,ZAR,1
ACC200186,CUST103118,Credit Card,2019-10-02 19:02:35.795452356,47717.84,ZAR,1
ACC200187,CUST100999,Current,2016-11-20 13:41:14.661171675,11822.17,ZAR,1
ACC200188,CUST103331,Business,2015-06-18 06:07:13.556763172,27259.32,ZAR,1
ACC200189,CUST104174,Savings,2018-09-25 15:14:25.229314566,26680.35,zar,1
ACC200190,CUST104972,Current,2018-12-17 13:41:24.892876148,-8900.92,ZAR,1
ACC200191,CUST103518,Credit Card,2019-12-07 09:37:29.559461594,23567.22,ZAR,1
ACC200192,CUST102006,Fixed Deposit,2016-09-05 11:01:14.666903734,-29375.76,ZAR,1
ACC200193,CUST102545,Current,2020-09-14 23:00:48.177998066,5705.52,ZAR,1
ACC200194,CUST100687,Credit Card,2025-12-04 10:25:33.146582127,-19532.81,ZAR,1
ACC200195,CUST103184,Current,2017-09-10 10:48:38.439676762,-10065.51,ZAR,1
ACC200196,CUST100689,Savings,2022-12-06 12:30:08.348428965,-65303.44,ZAR,1
ACC200197,CUST101301,Fixed Deposit,2015-06-10 15:58:39.490368128,7829.81,ZAR,1
ACC200198,CUST102551,Current,2022-06-16 07:33:55.811398745,44421.66,ZAR,1
ACC200199,CUST102392,Credit Card,2025-11-09 16:51:35.210049152,32111.76,ZAR,1
ACC200200,CUST101918,Credit Card,2018-04-09 07:35:48.703560829,68356.1,ZAR,1
ACC200201,CUST103236,Savings,2024-06-14 16:12:23.755397320,-13108.1,ZAR,1
ACC200202,CUST104565,Fixed Deposit,2015-12-15 18:13:02.621134520,5852.18,ZAR,1
ACC200203,CUST104614,Savings,2019-02-24 08:04:53.723896980,61685.64,ZAR,1
ACC200204,CUST102554,Credit Card,2015-01-29 08:22:40.327537298,21536.34,ZAR,1
ACC200205,CUST102758,Credit Card,2019-02-11 02:42:42.161178112,32400.0,ZAR,1
ACC200206,CUST102259,Credit Card,2018-08-03 14:56:55.156274319,109567.21,ZAR,1
ACC200207,CUST104485,Fixed Deposit,2023-01-09 08:33:07.313704967,14831.77,ZAR,1
ACC200208,CUST104311,Current,2018-05-30 18:41:21.968525171,5634.37,ZAR,1
ACC200209,CUST100271,Savings,2024-07-13 16:34:34.802453279,-14718.97,ZAR,1
ACC200210,CUST103980,Current,2018-05-17 20:40:25.535650253,13431.48,zar,1
ACC200211,CUST100149,Current,2017-08-02 15:23:53.546009541,65870.75,ZAR,1
ACC200212,CUST103569,Savings,2020-09-22 20:20:41.691646099,47943.12,ZAR,1
ACC200213,CUST101693,Savings,2022-08-08 19:36:52.984696627,82302.95,ZAR,1
ACC200214,CUST102636,Current,2025-04-17 07:35:40.179283142,39433.7,ZAR,1
ACC200215,CUST103914,Fixed Deposit,2024-06-03 03:25:33.516198634,-64633.34,ZAR ,1
ACC200216,CUST101173,Current,2021-01-27 15:38:19.991294146,50163.37,ZAR,1
ACC200217,CUST100664,Fixed Deposit,2026-05-01 04:08:04.664199352,29170.21,ZAR,1
ACC200218,CUST102837,Current,2018-06-08 06:20:26.659932852,25068.43,ZAR ,1
ACC200219,CUST104189,Fixed Deposit,2026-07-29 17:30:18.135350943,73729.2,ZAR,1
ACC200220,CUST100578,Credit Card,2019-06-18 07:57:37.726455688,14025.48,ZAR,1
ACC200221,CUST101938,Savings,2018-01-14 23:40:55.510128260,48186.79,ZAR,1
ACC200222,CUST102684,Current,2019-06-08 05:37:25.531141281,-18069.72,ZAR ,1
ACC200223,CUST101136,Business,2021-10-14 00:12:26.422729969,-35730.66,ZAR,1
ACC200224,CUST104257,Business,2020-06-27 17:55:25.835262775,1047.84,ZAR,1
ACC200225,CUST102992,Current,2015-08-01 07:02:26.270395994,12452.81,ZAR,1
ACC200226,CUST102575,Credit Card,2019-02-14 21:48:30.200329781,46921.27,ZAR,1
ACC200227,CUST100693,Fixed Deposit,2020-09-11 09:34:02.661094666,-18898.08,ZAR,1
ACC200228,CUST100342,Savings,2022-09-06 17:33:24.897243977,85278.43,ZAR,1
ACC200229,CUST100827,Current,2026-01-14 09:38:37.182258606,-13623.91,ZAR,1
ACC200230,CUST100156,Credit Card,2026-01-26 11:21:43.252825022,21474.77,ZAR,1
ACC200231,CUST102673,Savings,2020-12-14 08:39:40.118574142,25465.21,ZAR,1
ACC200232,CUST104302,Credit Card,2021-08-04 06:07:12.386990070,36970.08,ZAR,1
ACC200233,CUST103790,Savings,2023-01-31 16:19:55.663073063,43031.48,ZAR,1
ACC200234,CUST101121,Current,2024-09-03 10:23:06.946883917,115483.31,ZAR,1
ACC200235,CUST100980,Savings,2023-08-19 07:28:09.257444859,894.61,ZAR,1
ACC200236,CUST102628,Credit Card,2023-05-06 18:20:26.262328386,37509.51,ZAR,1
ACC200237,CUST103887,Savings,2020-03-06 23:20:18.389459372,21658.01,ZAR,1
ACC200238,CUST103883,Current,2025-01-23 15:46:40.527537583,64316.65,ZAR,1
ACC200239,CUST102609,Savings,2022-09-03 13:46:57.234838486,42954.94,ZAR,0
ACC200240,CUST101266,Savings,2016-11-04 09:48:47.508312702,33790.5,ZAR,1
ACC200241,CUST102415,Credit Card,2021-12-06 03:11:52.205676556,-34752.68,ZAR,1
ACC200242,CUST103687,Savings,2018-08-06 15:57:01.933292150,6874.96,ZAR,1
ACC200243,CUST104398,Savings,2017-05-08 23:20:22.592638969,-14063.14,ZAR,1
ACC200244,CUST100376,Savings,2022-07-07 15:10:36.718106985,7112.8,ZAR,1
ACC200245,CUST103871,Current,2022-06-09 17:13:28.435271025,-8035.69,zar,1
ACC200246,CUST103743,Savings,2026-01-21 10:54:47.921014071,4272.69,ZAR,1
ACC200247,CUST101066,Current,2026-04-22 09:58:35.008626938,8560.29,ZAR,1
ACC200248,CUST100319,Credit Card,2019-09-26 04:09:33.583804607,9258.3,ZAR,1
ACC200249,CUST101544,Savings,2017-01-25 03:14:02.254318476,13230.15,ZAR,1
ACC200250,CUST101385,Savings,2016-08-17 03:19:04.228272438,-12121.97,ZAR,1
ACC200251,CUST100566,Savings,2026-04-14 02:42:43.070965767,26481.22,ZAR,1
ACC200252,CUST101283,Fixed Deposit,2019-08-02 14:29:16.734953165,-11075.42,ZAR,1
ACC200253,CUST100977,Savings,2018-12-20 23:19:18.828257322,1045.82,ZAR,1
ACC200254,CUST104457,Credit Card,2022-03-12 10:47:45.619346857,22992.47,ZAR,1
ACC200255,CUST100429,Business,2015-08-31 10:29:58.403879642,-78263.36,ZAR,1
ACC200256,CUST102672,Savings,2022-06-28 18:48:29.917978764,124662.24,ZAR,1
ACC200257,CUST101632,Savings,2025-02-21 10:12:27.024612427,45990.52,ZAR,1
ACC200258,CUST104215,Credit Card,2023-05-22 15:49:43.288679600,37793.32,ZAR,1
ACC200259,CUST102372,Fixed Deposit,2019-11-01 19:50:05.140536547,4126.4,zar,1
ACC200260,CUST102911,Savings,2016-05-06 06:43:17.114160061,28758.87,ZAR,1
ACC200261,CUST101979,Current,2017-10-17 10:57:32.411651134,-23395.28,ZAR,1
ACC200262,CUST104034,Credit Card,2018-01-27 17:55:41.163727760,44609.11,ZAR,0
ACC200263,CUST103339,Current,2019-06-17 05:21:31.707297802,-42351.52,ZAR,1
ACC200264,CUST102756,Current,2016-07-18 01:22:48.973699570,-25755.55,ZAR,1
ACC200265,CUST101982,Current,2021-09-01 00:23:12.780747652,-3397.23,ZAR,1
ACC200266,CUST102249,Fixed Deposit,2019-03-30 11:55:50.777245998,85396.16,ZAR,1
ACC200267,CUST101263,Current,2020-09-30 15:34:00.750164270,-19074.77,ZAR,1
ACC200268,CUST103289,Current,2018-04-21 03:03:07.579251528,38347.28,ZAR,1
ACC200269,CUST101475,Current,2020-04-03 20:12:30.351369619,-57511.94,ZAR,1
ACC200270,CUST101432,Savings,2023-04-03 12:12:56.780562878,25992.35,ZAR,1
ACC200271,CUST102332,Current,2016-01-09 04:27:59.938740730,94407.05,ZAR,1
ACC200272,CUST104593,Savings,2020-11-27 16:45:59.756403446,45010.11,ZAR,0
ACC200273,CUST102197,Current,2022-02-28 12:41:38.116715908,-57923.52,ZAR ,0
ACC200274,CUST104540,Current,2022-09-25 06:28:40.294883966,26740.37,ZAR,0
ACC200275,CUST102633,Credit Card,2025-09-08 09:52:24.842184544,6439.35,ZAR,1
ACC200276,CUST100363,Credit Card,2024-01-18 03:27:48.572575331,74055.06,ZAR,1
ACC200277,CUST102919,Current,2023-07-23 22:44:42.309446573,20993.15,ZAR,1
ACC200278,CUST104583,Current,2025-01-19 15:20:51.722103596,-32605.05,ZAR,1
ACC200279,CUST104410,Savings,2025-08-04 00:16:26.743525028,19546.53,ZAR,0
ACC200280,CUST100909,Savings,2024-09-20 10:43:42.254173278,-2847.47,ZAR,1
ACC200281,CUST101339,Savings,2022-02-10 04:45:45.877108335,-61408.54,ZAR,1
ACC200282,CUST103406,Savings,2024-10-06 07:14:13.659091949,18030.16,ZAR,0
ACC200283,CUST102184,Credit Card,2018-10-12 17:21:16.731921196,25178.3,ZAR,1
ACC200284,CUST104115,Business,2026-01-09 20:41:42.029547215,40253.15,ZAR,1
ACC200285,CUST102602,Current,2017-01-03 17:52:25.748981237,65700.31,ZAR,1
ACC200286,CUST101206,Savings,2017-08-27 13:53:16.028128862,13770.09,ZAR,1
ACC200287,CUST101658,Savings,2016-11-01 13:30:47.375674009,-35050.84,ZAR ,1
ACC200288,CUST100563,Savings,2023-12-31 18:24:47.204920053,-8467.51,ZAR,1
ACC200289,CUST101430,Fixed Deposit,2020-01-12 21:55:34.458853006,24255.34,ZAR,1
ACC200290,CUST103780,Current,2023-07-19 20:50:44.266200541,73608.87,ZAR,1
ACC200291,CUST101110,Fixed Deposit,2020-11-27 13:47:32.213450193,25158.11,ZAR,1
ACC200292,CUST102212,Savings,2019-09-02 20:31:34.124046087,19712.05,ZAR,1
ACC200293,CUST100899,Current,2025-05-19 16:09:59.853116989,15543.78,ZAR,1
ACC200294,CUST102433,Current,2020-01-02 23:18:24.933122158,24672.46,ZAR,1
ACC200295,CUST104828,Savings,2022-02-28 19:56:32.042124510,101417.84,ZAR,1
ACC200296,CUST103809,Current,2024-12-10 20:51:31.252678393,21625.03,ZAR,1
ACC200297,CUST999317,Credit Card,2017-06-18 06:45:18.614267826,,ZAR,1
ACC200298,CUST101268,Savings,2019-08-31 12:32:35.095140934,26530.57,ZAR,1
ACC200299,CUST101536,Savings,2016-09-04 22:47:01.064818859,-2053.76,ZAR,1
ACC200300,CUST100485,Current,2021-04-14 13:43:34.036276579,-37451.66,ZAR,1
ACC200301,CUST104605,Business,2024-02-22 20:56:09.375540018,-44600.12,zar,1
ACC200302,CUST104788,Business,2015-08-21 18:51:58.160314798,-4071.28,ZAR ,1
ACC200303,CUST101694,Savings,2015-09-13 04:47:10.832228661,72249.16,ZAR,1
